0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,8.0,1,18,1,0,1/18,18.00,48.00,2.25
Australia,180.5,8,972,28,2,4/44,34.71,38.75,5.38
Bangladesh,55.0,4,262,8,0,2/43,32.75,41.25,4.76
India,161.4,10,903,24,2,4/51,37.63,40.42,5.59
Ireland,9.0,0,73,0,0,0/73,,,8.11
Netherlands,10.0,2,65,2,0,2/65,32.50,30.00,6.50
New Zealand,131.2,11,663,26,1,4/39,25.50,30.31,5.05
Pakistan,107.4,7,551,21,1,4/81,26.24,30.76,5.12
Scotland,24.0,0,108,2,0,2/35,54.00,72.00,4.50
South Africa,94.2,6,467,25,3,5/23,18.68,22.64,4.95
Sri Lanka,107.5,1,586,16,0,3/36,36.63,40.44,5.43
West Indies,128.3,6,696,25,1,4/46,27.84,30.84,5.42
Overall (12),1018.1,56,5364,178,10,5/23,30.13,34.32,5.27
