0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Galle International Stadium,1,1,0,0,0,0,17,17,17.00,73.91,0,0
Kallang Ground,2,2,0,0,0,0,5,8,4.00,50.00,1,0
M Chinnaswamy Stadium,1,1,0,0,0,0,3,3,3.00,75.00,0,0
Nehru Stadium (Pune),1,1,0,0,1,0,57,57,57.00,126.67,0,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,6,6,6.00,85.71,0,0
R Premadasa Stadium,3,3,0,0,0,1,29,41,13.67,56.16,2,0
Sharjah Cricket Stadium,1,1,0,0,0,0,5,5,5.00,71.43,0,0
Sinhalese Sports Club Ground,2,1,0,0,0,0,12,12,12.00,92.31,0,0
Overall (8),12,11,0,0,1,1,57,149,13.55,79.26,3,0
