0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,2,2,0,0,0,0,17,29,14.50,80.56,0,0
Pakistan,3,3,0,0,0,0,6,14,4.67,77.78,0,0
Sri Lanka,5,4,0,0,1,1,57,98,24.50,83.05,2,0
West Indies,1,1,0,0,0,0,3,3,3.00,27.27,1,0
Zimbabwe,1,1,0,0,0,0,5,5,5.00,100.00,0,0
Overall (5),12,11,0,0,1,1,57,149,13.55,79.26,3,0
