0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,18.0,0,105,1,0,1/59,105.00,108.00,5.83
England,10.0,0,55,3,0,3/55,18.33,20.00,5.50
Hong Kong,31.0,3,131,4,0,2/23,32.75,46.50,4.23
Ireland,25.0,0,135,1,0,1/60,135.00,150.00,5.40
Oman,17.0,1,38,2,0,1/13,19.00,51.00,2.24
Papua New Guinea,55.5,6,165,10,0,3/21,16.50,33.50,2.96
Sri Lanka,10.0,0,61,1,0,1/61,61.00,60.00,6.10
United Arab Emirates,35.5,1,174,6,0,2/33,29.00,35.83,4.86
Zimbabwe,9.0,2,43,0,0,0/43,,,4.78
Overall (9),211.4,13,907,28,0,3/21,32.39,45.36,4.29
