0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,10.0,0,82,0,0,,,,8.20
Bangladesh,3.1,0,18,0,0,,,,5.68
England,25.0,0,138,2,0,1/20,69.00,75.00,5.52
New Zealand,12.0,0,61,1,0,1/36,61.00,72.00,5.08
Pakistan,7.5,0,53,0,0,,,,6.77
South Africa,12.2,0,80,1,0,1/15,80.00,74.00,6.49
Sri Lanka,20.3,0,119,0,0,,,,5.80
West Indies,15.0,1,107,0,0,,,,7.13
Zimbabwe,1.0,0,7,0,0,,,,7.00
Overall (9),106.5,1,665,4,0,1/15,166.25,160.25,6.22
