0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,6.0,0,47,2,0,2/40,23.50,18.00,7.83
England,10.0,0,46,0,0,0/46,,,4.60
India,19.0,0,113,2,0,1/28,56.50,57.00,5.95
Kenya,39.0,0,164,4,0,2/45,41.00,58.50,4.21
New Zealand,13.0,0,93,0,0,0/21,,,7.15
Pakistan,43.0,1,270,4,0,2/46,67.50,64.50,6.28
Scotland,7.2,0,23,1,0,1/23,23.00,44.00,3.14
Sri Lanka,12.0,0,53,0,0,0/15,,,4.42
West Indies,27.0,1,125,2,0,2/45,62.50,81.00,4.63
Zimbabwe,30.0,1,149,3,0,2/52,49.67,60.00,4.97
Overall (10),206.2,3,1083,18,0,2/40,60.17,68.78,5.25
