0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Boland Park,4.0,0,27,2,0,2/27,13.50,12.00,6.75
Buffalo Park,3.0,0,16,3,0,3/16,5.33,6.00,5.33
Queens Sports Club,3.0,0,22,0,0,0/22,,,7.33
Ruaraka Sports Club Ground,3.0,0,24,0,0,,,,8.00
Senwes Park,19.0,1,96,4,0,2/12,24.00,28.50,5.05
VRA Ground,11.0,0,52,1,0,1/44,52.00,66.00,4.73
Warner Park,5.1,0,60,1,0,1/4,60.00,31.00,11.61
Willowmoore Park,7.0,0,32,0,0,,,,4.57
Overall (8),55.1,1,329,11,0,3/16,29.91,30.09,5.96
