0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arun Jaitley Stadium,4.0,0,32,0,0,0/32,,,8.00
Captain Roop Singh Stadium,10.0,1,53,1,0,1/53,53.00,60.00,5.30
Civil Service Cricket Club,30.0,5,117,4,0,2/36,29.25,45.00,3.90
County Ground (Bristol),10.0,0,56,1,0,1/56,56.00,60.00,5.60
Darren Sammy National Cricket Stadium,5.0,0,34,0,0,,,,6.80
Eden Gardens,4.0,0,18,0,0,0/18,,,4.50
Edgbaston,9.0,1,55,3,0,3/55,18.33,18.00,6.11
Gaddafi Stadium,10.0,0,51,3,0,3/51,17.00,20.00,5.10
Green Park,8.0,1,62,3,0,3/62,20.67,16.00,7.75
Harare Sports Club,8.0,1,44,2,0,2/44,22.00,24.00,5.50
Holkar Cricket Stadium,12.0,0,93,0,0,0/44,,,7.75
Keenan Stadium,8.0,1,48,0,0,0/48,,,6.00
Kennington Oval,6.0,0,32,0,0,0/32,,,5.33
Kinrara Academy Oval,25.1,2,144,5,0,2/43,28.80,30.20,5.72
Lord's,16.0,0,99,5,0,3/59,19.80,19.20,6.19
M Chinnaswamy Stadium,15.0,0,89,0,0,0/22,,,5.93
Madhavrao Scindia Cricket Ground,12.5,2,60,5,1,4/35,12.00,15.40,4.68
Multan Cricket Stadium,10.0,0,40,4,1,4/40,10.00,15.00,4.00
National Stadium (Karachi),53.0,6,289,8,0,3/67,36.13,39.75,5.45
Nehru Stadium (Guwahati),8.0,1,42,0,0,0/42,,,5.25
Old Trafford,6.0,0,22,0,0,0/22,,,3.67
Punjab Cricket Association IS Bindra Stadium,10.0,0,59,2,0,2/59,29.50,30.00,5.90
R Premadasa Stadium,29.0,2,168,4,0,2/22,42.00,43.50,5.79
Rajiv Gandhi International Stadium,7.0,1,18,1,0,1/18,18.00,42.00,2.57
Reliance Stadium,12.0,2,48,4,0,3/33,12.00,18.00,4.00
Sabina Park,17.0,0,104,1,0,1/44,104.00,102.00,6.12
Sardar Patel Stadium,13.0,1,83,1,0,1/54,83.00,78.00,6.38
Sector 16 Stadium,10.0,1,66,2,0,2/66,33.00,30.00,6.60
Shere Bangla National Stadium,10.0,1,46,3,0,3/46,15.33,20.00,4.60
Sophia Gardens,7.0,0,51,1,0,1/51,51.00,42.00,7.29
SuperSport Park,9.0,1,59,1,0,1/59,59.00,54.00,6.56
The Rose Bowl,10.0,0,49,1,0,1/49,49.00,60.00,4.90
Titwood,9.0,0,26,2,0,2/26,13.00,27.00,2.89
Wankhede Stadium,14.3,1,86,2,0,2/59,43.00,43.50,5.93
Overall (34),427.3,31,2343,69,2,4/35,33.96,37.17,5.48
