0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,46.4,4,285,8,0,2/43,35.63,35.00,6.11
Bangladesh,20.0,2,111,4,0,3/46,27.75,30.00,5.55
England,92.0,2,562,12,0,3/55,46.83,46.00,6.11
Hong Kong,4.0,0,19,1,0,1/19,19.00,24.00,4.75
Ireland,10.0,2,36,2,0,2/36,18.00,30.00,3.60
New Zealand,8.0,2,22,2,0,2/22,11.00,24.00,2.75
Pakistan,85.0,7,460,16,1,4/40,28.75,31.88,5.41
Scotland,9.0,0,26,2,0,2/26,13.00,27.00,2.89
South Africa,42.0,4,166,3,0,1/18,55.33,84.00,3.95
Sri Lanka,67.5,7,379,14,1,4/35,27.07,29.07,5.59
West Indies,35.0,0,233,3,0,1/27,77.67,70.00,6.66
Zimbabwe,8.0,1,44,2,0,2/44,22.00,24.00,5.50
Overall (12),427.3,31,2343,69,2,4/35,33.96,37.17,5.48
