0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,4.0,0,29,0,0,,,,7.25
Second,5.1,0,40,3,0,3/36,13.33,10.33,7.74
Overall,9.1,0,69,3,0,3/36,23.00,18.33,7.53
