0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
India,8.0,0,56,1,0,1/56,56.00,48.00,7.00
South Africa,7.0,0,43,1,0,1/43,43.00,42.00,6.14
Overall (2),15.0,0,99,2,0,1/43,49.50,45.00,6.60
