0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,33.0,3,167,3,0,2/29,55.67,66.00,5.06
Asgiriya Stadium,3.0,1,6,0,0,0/6,,,2.00
Basin Reserve,7.0,0,32,1,0,1/32,32.00,42.00,4.57
Bellerive Oval,8.0,1,20,1,0,1/20,20.00,48.00,2.50
Berri Oval,7.0,0,30,0,0,0/30,,,4.29
Brisbane Cricket Ground,10.0,0,40,0,0,0/16,,,4.00
Buffalo Park,16.0,1,81,2,0,1/39,40.50,48.00,5.06
County Ground (Northampton),10.0,1,45,2,0,2/45,22.50,30.00,4.50
County Ground (Southampton),9.0,1,27,1,0,1/27,27.00,54.00,3.00
Eastern Oval,9.0,0,54,0,0,0/54,,,6.00
Eden Gardens,17.0,1,74,3,0,2/27,24.67,34.00,4.35
Edgbaston,9.0,0,47,1,0,1/47,47.00,54.00,5.22
Gaddafi Stadium,14.0,0,57,1,0,1/19,57.00,84.00,4.07
Gandhi Stadium,9.0,0,34,0,0,0/34,,,3.78
Green Park,6.0,1,13,2,0,2/13,6.50,18.00,2.17
Gymkhana Club Ground,6.0,0,37,2,0,2/37,18.50,18.00,6.17
Harare Sports Club,39.0,1,170,4,0,2/42,42.50,58.50,4.36
Indira Priyadarshini Stadium,9.0,1,34,3,0,3/34,11.33,18.00,3.78
Iqbal Stadium,14.0,0,79,0,0,0/36,,,5.64
Jinnah Stadium (Gujwranwala),16.0,0,84,2,0,2/43,42.00,48.00,5.25
Keenan Stadium,10.0,1,48,4,1,4/48,12.00,15.00,4.80
Kingsmead,6.0,0,28,0,0,0/28,,,4.67
Lord's,22.0,0,103,2,0,2/33,51.50,66.00,4.68
Madhavrao Scindia Cricket Ground,10.0,2,41,0,0,0/41,,,4.10
Mangaung Oval,19.3,2,75,3,0,2/22,25.00,39.00,3.85
Melbourne Cricket Ground,41.0,0,179,5,0,2/33,35.80,49.20,4.37
Moin-ul-Haq Stadium,6.0,1,13,0,0,0/13,,,2.17
National Stadium (Karachi),15.0,1,91,0,0,0/26,,,6.07
Nehru Stadium (Guwahati),6.0,0,29,0,0,0/29,,,4.83
Nehru Stadium (Pune),10.0,1,38,2,0,2/38,19.00,30.00,3.80
New Road,10.0,1,30,3,0,3/30,10.00,20.00,3.00
Newlands,5.0,0,31,0,0,0/31,,,6.20
Old Trafford,1.0,0,10,0,0,0/10,,,10.00
P Sara Oval,30.0,3,115,1,0,1/35,115.00,180.00,3.83
Padang Cricket Ground,25.0,1,146,2,0,1/30,73.00,75.00,5.84
Pukekura Park,10.0,1,50,2,0,2/50,25.00,30.00,5.00
Queens Sports Club,8.5,0,27,0,0,,,,3.06
R Premadasa Stadium,129.1,6,564,17,0,3/28,33.18,45.59,4.37
Rawalpindi Cricket Stadium,11.0,0,43,0,0,0/11,,,3.91
Seddon Park,8.0,1,40,1,0,1/40,40.00,48.00,5.00
Sharjah Cricket Stadium,115.3,7,546,14,0,3/28,39.00,49.50,4.73
Sinhalese Sports Club Ground,56.5,3,258,6,0,2/13,43.00,56.83,4.54
Sports Stadium,5.0,0,14,0,0,0/14,,,2.80
St George's Park,21.2,0,116,1,0,1/44,116.00,128.00,5.44
SuperSport Park,10.0,0,39,1,0,1/39,39.00,60.00,3.90
Sydney Cricket Ground,14.0,1,60,0,0,,,,4.29
The Cooper Associates County Ground,10.0,0,65,3,0,3/65,21.67,20.00,6.50
Trent Bridge,7.0,2,20,3,0,3/20,6.67,14.00,2.86
Tyronne Fernando Stadium,18.0,1,77,4,0,3/54,19.25,27.00,4.28
Vidarbha Cricket Association Ground,10.0,0,36,1,0,1/36,36.00,60.00,3.60
WACA Ground,28.1,0,149,4,0,3/48,37.25,42.25,5.29
Wanderers Stadium,6.0,0,32,0,0,0/32,,,5.33
Wankhede Stadium,10.0,2,54,1,0,1/54,54.00,60.00,5.40
Willowmoore Park,7.0,0,23,1,0,1/23,23.00,42.00,3.29
Overall (54),953.2,49,4321,109,1,4/48,39.64,52.48,4.53
