0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,5,5,0,0,1,1,60,157,31.40,86.74,1,0
Bangladesh,3,3,0,0,0,1,35,50,16.67,67.57,1,0
England and Wales,45,42,8,6,8,2,141*,1986,58.41,105.75,26,2
India,6,5,0,0,1,0,56,105,21.00,71.92,4,0
Ireland,1,0,0,0,0,0,0,0,,,0,0
New Zealand,5,5,0,2,0,0,138,302,60.40,117.51,1,0
Scotland,1,1,0,1,0,0,105,105,105.00,177.97,0,0
Sri Lanka,3,3,0,0,0,0,26,55,18.33,83.33,0,0
West Indies,5,4,0,0,1,1,56,101,25.25,114.77,1,0
,,,,,,,,,,,,
