0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,0,51,1,0,1/51,51.00,60.00,5.10
Arbab Niaz Stadium,9.4,2,30,3,0,3/30,10.00,19.33,3.10
Brisbane Cricket Ground,10.0,1,44,1,0,1/44,44.00,60.00,4.40
Edgbaston,10.0,1,57,2,0,2/57,28.50,30.00,5.70
Gaddafi Stadium,10.0,0,47,2,0,2/47,23.50,30.00,4.70
Grange Cricket Club,10.0,2,29,1,0,1/29,29.00,60.00,2.90
Kingsmead,10.0,0,29,2,0,2/29,14.50,30.00,2.90
Lord's,8.0,2,10,2,0,2/10,5.00,24.00,1.25
M Chinnaswamy Stadium,10.0,0,57,3,0,3/57,19.00,20.00,5.70
MA Chidambaram Stadium,19.5,1,144,2,0,2/82,72.00,59.50,7.26
Multan Cricket Stadium,26.0,1,134,2,0,2/35,67.00,78.00,5.15
National Stadium (Karachi),17.0,1,83,3,0,3/35,27.67,34.00,4.88
Newlands,4.0,0,26,0,0,0/26,,,6.50
R Premadasa Stadium,8.0,4,22,1,0,1/22,22.00,48.00,2.75
Rangiri Dambulla International Stadium,19.0,0,115,2,0,1/55,57.50,57.00,6.05
Rawalpindi Cricket Stadium,13.0,2,42,2,0,2/14,21.00,39.00,3.23
Sheikh Zayed Stadium,48.0,5,242,5,0,2/59,48.40,57.60,5.04
Sinhalese Sports Club Ground,10.0,0,48,1,0,1/48,48.00,60.00,4.80
Sophia Gardens,10.0,3,28,3,0,3/28,9.33,20.00,2.80
SuperSport Park,17.0,1,95,2,0,2/34,47.50,51.00,5.59
The Rose Bowl,9.0,0,51,0,0,0/51,,,5.67
Trent Bridge,10.0,2,34,1,0,1/34,34.00,60.00,3.40
WACA Ground,20.0,1,82,4,0,3/42,20.50,30.00,4.10
Wanderers Stadium,5.0,0,24,1,0,1/24,24.00,30.00,4.80
Overall (24),323.3,29,1524,46,0,3/28,33.13,42.20,4.71
