0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bay Oval,14.3,1,65,4,0,2/27,16.25,21.75,4.48
Buffalo Park,8.0,2,27,3,0,3/27,9.00,16.00,3.38
Civil Service Cricket Club,13.5,3,49,4,1,4/12,12.25,20.75,3.54
Diamond Oval,6.0,0,39,1,0,1/39,39.00,36.00,6.50
Eden Park,8.0,0,52,0,0,0/52,,,6.50
Harare Sports Club,11.0,0,65,0,0,0/18,,,5.91
Headingley,9.0,0,50,0,0,0/50,,,5.56
Kingsmead,12.0,1,64,4,0,3/44,16.00,18.00,5.33
Lord's,4.0,0,30,0,0,0/30,,,7.50
Manuka Oval,10.0,0,70,1,0,1/70,70.00,60.00,7.00
Melbourne Cricket Ground,4.0,1,19,0,0,0/19,,,4.75
Newlands,10.0,0,37,1,0,1/37,37.00,60.00,3.70
Pallekele International Cricket Stadium,7.2,1,49,2,0,2/49,24.50,22.00,6.68
Queens Sports Club,8.0,2,15,2,0,2/15,7.50,24.00,1.88
R Premadasa Stadium,8.0,0,40,1,0,1/40,40.00,48.00,5.00
Seddon Park,8.0,0,30,2,0,2/30,15.00,24.00,3.75
Senwes Park,6.0,0,21,0,0,0/21,,,3.50
Sharjah Cricket Stadium,8.0,2,23,2,0,2/23,11.50,24.00,2.88
SuperSport Park,20.0,4,77,5,0,3/26,15.40,24.00,3.85
WACA Ground,19.0,2,61,5,1,4/45,12.20,22.80,3.21
Wanderers Stadium,10.0,0,69,2,0,2/69,34.50,30.00,6.90
Westpac Stadium,8.3,1,34,2,0,2/34,17.00,25.50,4.00
Overall (22),213.1,20,986,41,2,4/12,24.05,31.20,4.63
