0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
India,9.0,0,46,1,0,1/46,46.00,54.00,5.11
Overall (1),9.0,0,46,1,0,1/46,46.00,54.00,5.11
