0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
South Africa,20.0,2,131,3,0,3/49,43.67,40.00,6.55
Overall (1),20.0,2,131,3,0,3/49,43.67,40.00,6.55
