0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Gaddafi Stadium,3,3,0,0,1,0,83,130,43.33,81.25,3,0
Marrara Cricket Ground,1,1,0,0,0,0,14,14,14.00,28.00,0,0
McLean Park,1,1,0,0,0,0,9,9,9.00,45.00,1,0
National Stadium (Karachi),3,3,0,0,1,1,52,77,25.67,78.57,1,0
Queens Sports Club,5,5,1,0,1,0,78,183,45.75,76.57,1,0
Senwes Park,1,1,0,0,0,1,0,0,0.00,,0,0
Shere Bangla National Stadium,31,30,5,0,4,2,89,723,28.92,57.06,10,0
Trent Bridge,1,1,0,0,1,0,76,76,76.00,80.00,0,0
Warner Park,1,1,0,0,0,0,5,5,5.00,50.00,0,0
Willowmoore Park,1,1,0,0,0,0,4,4,4.00,17.39,0,0
Windsor Park,2,2,0,0,0,0,20,32,16.00,59.26,1,0
Zahur Ahmed Chowdhury Stadium,5,5,1,0,0,2,31,55,13.75,47.41,1,0
Overall (12),55,54,7,0,8,6,89,1308,27.83,61.32,18,0
