0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Barabati Stadium,10.0,0,47,0,0,0/47,,,4.70
Edgbaston,10.0,0,48,0,0,0/48,,,4.80
Gaddafi Stadium,7.0,1,28,2,0,2/28,14.00,28.00,3.00
Headingley,3.0,0,8,0,0,0/8,,,2.67
Jinnah Stadium (Sialkot),7.0,0,28,2,0,2/28,14.00,28.00,3.00
Lord's,23.0,3,65,3,0,2/40,21.67,46.00,2.83
M Chinnaswamy Stadium,10.0,0,44,1,0,1/44,44.00,60.00,4.40
Melbourne Cricket Ground,27.0,1,88,2,0,1/26,44.00,88.00,3.00
Nehru Stadium (Pune),10.0,0,43,1,0,1/43,43.00,60.00,4.30
Old Trafford,50.2,9,180,6,0,3/39,30.00,50.33,3.58
Queen's Park Oval,10.0,1,38,0,0,0/38,,,3.80
Sector 16 Stadium,3.0,0,20,2,0,2/20,10.00,9.00,6.67
Sharjah Cricket Stadium,30.0,2,126,5,0,2/31,25.20,36.00,4.20
Sydney Cricket Ground,20.0,1,86,2,0,2/48,43.00,60.00,4.30
Vidarbha Cricket Association Ground,10.0,0,44,0,0,0/44,,,4.40
WACA Ground,9.0,1,53,0,0,0/53,,,5.89
Zafar Ali (Sahiwal) Stadium,7.0,0,19,0,0,0/19,,,2.04
Overall (17),246.2,19,965,26,0,3/39,37.12,59.00,3.77
