0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,30,28,4,2,5,1,125*,897,37.38,84.23,19,0
England and Wales,16,15,2,0,7,0,87,654,50.31,81.85,5,0
India,6,6,1,1,3,0,156,478,95.60,116.02,2,0
Ireland,1,1,0,0,0,0,1,1,1.00,14.29,0,0
New Zealand,3,3,0,0,0,1,33,35,11.67,49.30,0,0
Scotland,1,1,1,0,0,0,10*,10,,142.86,0,0
South Africa,6,5,0,0,1,0,74,114,22.80,81.43,3,0
Sri Lanka,5,5,1,0,2,0,90*,270,67.50,75.63,4,0
United Arab Emirates,7,7,1,0,1,1,57*,166,27.67,66.14,2,0
West Indies,10,9,0,0,2,0,59,294,32.67,74.81,10,0
Zimbabwe,5,5,0,0,1,0,66,125,25.00,87.41,3,0
,,,,,,,,,,,,
