0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arbab Niaz Stadium,1,1,0,0,0,0,29,29,29.00,74.36,0,0
Gaddafi Stadium,1,0,0,0,0,0,0,0,,,0,0
Iqbal Stadium,1,1,1,0,0,0,47*,47,,79.66,0,0
Jinnah Stadium (Gujwranwala),1,1,0,0,0,0,10,10,10.00,45.45,0,0
Rawalpindi Cricket Stadium,1,1,0,0,0,0,4,4,4.00,33.33,0,0
,,,,,,,,,,,,
