0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,7.0,0,52,0,0,,,,7.43
AMI Stadium,4.0,0,20,0,0,,,,5.00
Arbab Niaz Stadium,6.0,0,24,0,0,0/24,,,4.00
Arun Jaitley Stadium,9.0,1,48,1,0,1/29,48.00,54.00,5.33
Bangabandhu National Stadium,28.1,1,129,2,0,2/30,64.50,84.50,4.58
Barabati Stadium,13.0,0,63,3,0,2/34,21.00,26.00,4.85
Barkatullah Khan Stadium,2.0,0,17,0,0,0/17,,,8.50
Bellerive Oval,8.0,0,43,2,0,2/43,21.50,24.00,5.38
Boland Park,4.0,0,14,0,0,,,,3.50
Brisbane Cricket Ground,17.0,1,87,4,0,3/55,21.75,25.50,5.12
Captain Roop Singh Stadium,13.0,1,62,2,0,1/29,31.00,39.00,4.77
Civil Service Cricket Club,16.0,1,65,2,0,2/24,32.50,48.00,4.06
County Ground (Bristol),22.0,0,104,1,0,1/40,104.00,132.00,4.73
County Ground (Hove),4.0,0,16,1,0,1/16,16.00,24.00,4.00
"Cricket, Skating & Curling Club",89.5,11,391,22,1,5/16,17.77,24.50,4.35
Dr YS Rajasekhara Reddy Cricket Stadium,6.0,0,29,1,0,1/29,29.00,36.00,4.83
Eden Gardens,7.0,0,43,1,0,1/27,43.00,42.00,6.14
Eden Park,15.4,3,59,2,0,1/18,29.50,47.00,3.77
Edgbaston,18.0,0,74,3,0,3/27,24.67,36.00,4.11
Gaddafi Stadium,2.2,0,28,0,0,,,,12.00
Galle International Stadium,1.0,0,4,1,0,1/4,4.00,6.00,4.00
Grace Road,5.0,0,22,1,0,1/22,22.00,30.00,4.40
Green Park,15.1,1,51,7,1,5/34,7.29,13.00,3.36
Gymkhana Club Ground,2.0,0,21,1,0,1/5,21.00,12.00,10.50
Harare Sports Club,20.0,3,94,5,0,3/22,18.80,24.00,4.70
Headingley,7.0,0,26,2,0,2/26,13.00,21.00,3.71
Indira Priyadarshini Stadium,4.0,0,29,0,0,0/29,,,7.25
Kallang Ground,2.0,0,25,0,0,,,,12.50
Kennington Oval,23.0,1,112,2,0,1/28,56.00,69.00,4.87
Kensington Oval,7.0,0,45,0,0,0/20,,,6.43
Kingsmead,6.0,0,34,0,0,,,,5.67
Lal Bahadur Shastri Stadium,10.0,0,51,1,0,1/36,51.00,60.00,5.10
Lord's,13.0,0,72,1,0,1/31,72.00,78.00,5.54
M Chinnaswamy Stadium,17.0,0,86,3,0,2/35,28.67,34.00,5.06
MA Aziz Stadium,4.0,0,19,0,0,0/19,,,4.75
MA Chidambaram Stadium,3.0,0,14,0,0,,,,4.67
Madhavrao Scindia Cricket Ground,9.0,0,44,1,0,1/30,44.00,54.00,4.89
Mangaung Oval,5.0,0,15,0,0,,,,3.00
McLean Park,7.0,0,36,1,0,1/23,36.00,42.00,5.14
Melbourne Cricket Ground,11.0,0,61,0,0,,,,5.55
Nahar Singh Stadium,6.0,0,36,0,0,0/16,,,6.00
National Stadium (Karachi),11.0,0,53,0,0,0/14,,,4.82
Nehru Stadium (Guwahati),19.0,1,111,2,0,1/31,55.50,57.00,5.84
Nehru Stadium (Indore),4.0,0,17,1,0,1/17,17.00,24.00,4.25
Nehru Stadium (Margao),3.0,0,25,0,0,,,,8.33
Nehru Stadium (Pune),7.0,0,36,0,0,0/17,,,5.14
Niaz Stadium,4.0,0,21,0,0,0/21,,,5.25
Old Trafford,2.0,0,14,0,0,,,,7.00
Punjab Cricket Association IS Bindra Stadium,20.0,0,102,0,0,,,,5.10
Queen's Park Oval,12.0,1,48,1,0,1/22,48.00,72.00,4.00
Queens Sports Club,9.0,0,48,1,0,1/38,48.00,54.00,5.33
R Premadasa Stadium,34.1,1,179,4,0,3/32,44.75,51.25,5.24
Rangiri Dambulla International Stadium,7.0,0,45,0,0,,,,6.43
Reliance Stadium,5.0,0,41,0,0,,,,8.20
Sardar Patel Stadium,1.0,0,9,0,0,,,,9.00
Sector 16 Stadium,1.0,0,7,0,0,0/7,,,7.00
Seddon Park,2.0,0,9,0,0,0/9,,,4.50
Sharjah Cricket Stadium,40.0,0,247,3,0,1/15,82.33,80.00,6.18
Sinhalese Sports Club Ground,33.0,2,147,2,0,2/31,73.50,99.00,4.45
St George's Park,3.0,0,21,0,0,,,,7.00
SuperSport Park,5.0,0,18,0,0,,,,3.60
Sydney Cricket Ground,11.5,0,72,3,0,3/41,24.00,23.67,6.08
The Cooper Associates County Ground,5.0,0,37,0,0,0/37,,,7.40
The Rose Bowl,9.0,0,42,0,0,0/21,,,4.67
Trent Bridge,2.0,0,15,0,0,,,,7.50
Vidarbha Cricket Association Ground,5.0,0,38,4,1,4/21,9.50,7.50,7.60
VRA Ground,6.0,0,34,0,0,,,,5.67
WACA Ground,10.0,1,34,3,0,3/34,11.33,20.00,3.40
Wanderers Stadium,2.0,0,12,0,0,,,,6.00
Wankhede Stadium,10.0,0,64,2,0,2/40,32.00,30.00,6.40
Westpac Stadium,6.0,0,27,1,0,1/27,27.00,36.00,4.50
Willowmoore Park,2.0,0,11,0,0,0/11,,,5.50
Overall (72),760.1,30,3849,100,3,5/16,38.49,45.61,5.06
