0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Newlands,9.3,0,35,2,0,2/35,17.50,28.50,3.68
St George's Park,8.0,0,57,3,0,3/57,19.00,16.00,7.13
SuperSport Park,7.0,0,25,2,0,2/25,12.50,21.00,3.57
Wanderers Stadium,7.0,1,33,1,0,1/33,33.00,42.00,4.71
Overall (4),31.3,1,150,8,0,3/57,18.75,23.63,4.76
