0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Brisbane Cricket Ground,2.0,0,12,0,0,,,,6.00
Eden Park,3.0,0,22,0,0,,,,7.33
Khan Shaheb Osman Ali Stadium,10.0,2,35,1,0,1/22,35.00,60.00,3.50
Kingsmead,2.0,0,15,0,0,,,,7.50
Lord's,6.0,0,53,1,0,1/31,53.00,36.00,8.83
Rajiv Gandhi International Stadium,3.0,0,26,0,0,0/26,,,8.67
Sheikh Zayed Stadium,1.0,0,8,0,0,0/8,,,8.00
Sophia Gardens,5.0,0,24,0,0,,,,4.80
Sydney Cricket Ground,2.0,0,12,0,0,,,,6.00
WACA Ground,3.0,0,15,0,0,,,,5.00
Zahur Ahmed Chowdhury Stadium,3.0,0,13,0,0,0/13,,,4.33
Overall (11),40.0,2,235,2,0,1/22,117.50,120.00,5.88
