0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,26.0,0,151,5,0,3/42,30.20,31.20,5.81
Bellerive Oval,28.0,1,156,3,0,2/34,52.00,56.00,5.57
Brabourne Stadium,12.1,0,43,5,0,3/11,8.60,14.60,3.53
Castle Avenue,10.0,0,55,2,0,2/55,27.50,30.00,5.50
Darren Sammy National Cricket Stadium,17.2,0,67,3,0,3/25,22.33,34.67,3.87
Eden Park,24.0,0,125,3,0,2/26,41.67,48.00,5.21
Harare Sports Club,18.0,0,107,2,0,1/47,53.50,54.00,5.94
Mangaung Oval,8.0,0,48,2,0,2/48,24.00,24.00,6.00
Mannofield Park,5.4,2,24,1,0,1/24,24.00,34.00,4.24
McLean Park,10.0,0,54,0,0,0/54,,,5.40
Melbourne Cricket Ground,8.0,0,38,0,0,0/38,,,4.75
National Cricket Stadium (Grenada),20.0,1,84,2,0,2/48,42.00,60.00,4.20
Newlands,7.2,0,54,0,0,0/54,,,7.36
Providence Stadium,7.0,1,32,2,0,2/32,16.00,21.00,4.57
Queenstown Events Centre,2.0,0,14,1,0,1/14,14.00,12.00,7.00
Sabina Park,10.0,0,62,0,0,0/62,,,6.20
Saxton Oval,10.0,0,40,1,0,1/40,40.00,60.00,4.00
Seddon Park,20.0,0,127,4,0,2/57,31.75,30.00,6.35
Shere Bangla National Stadium,4.0,0,15,0,0,0/15,,,3.75
St George's Park,10.0,0,39,1,0,1/39,39.00,60.00,3.90
SuperSport Park,6.2,0,44,0,0,0/44,,,6.95
Sydney Cricket Ground,3.0,0,25,0,0,,,,8.33
WACA Ground,29.0,0,167,3,0,1/47,55.67,58.00,5.76
Westpac Stadium,29.5,1,91,7,0,2/14,13.00,25.57,3.05
Zahur Ahmed Chowdhury Stadium,10.0,3,29,2,0,2/29,14.50,30.00,2.90
Overall (25),335.4,9,1691,49,0,3/11,34.51,41.10,5.04
