0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,1,1,0,0,0,2*,2,,33.33,2,2
Albion Sports Complex,1,0,0,0,0,0,0,0,,,2,0
AMI Stadium,1,1,0,0,0,0,21,21,21.00,60.00,3,0
Ayub National Stadium,1,1,1,0,0,0,11*,11,,84.62,0,0
Brisbane Cricket Ground,2,1,1,0,0,0,10*,10,,71.43,3,0
Edgbaston,3,2,1,0,0,0,34,35,35.00,48.61,7,1
Gaddafi Stadium,4,0,0,0,0,0,0,0,,,2,0
Headingley,4,2,0,0,0,0,17,19,9.50,37.25,6,3
Ibn-e-Qasim Bagh Stadium,1,0,0,0,0,0,0,0,,,0,0
Jinnah Stadium (Gujwranwala),1,0,0,0,0,0,0,0,,,1,0
Jinnah Stadium (Sialkot),3,2,1,0,0,0,2*,3,3.00,42.86,1,0
Kennington Oval,3,3,1,0,0,0,9,14,7.00,58.33,1,0
Lal Bahadur Shastri Stadium,1,1,0,0,0,0,18,18,18.00,32.73,1,0
Lord's,1,1,1,0,0,0,18*,18,,85.71,0,0
Melbourne Cricket Ground,3,1,0,0,0,0,2,2,2.00,66.67,0,1
National Stadium (Karachi),2,0,0,0,0,0,0,0,,,0,0
Niaz Stadium,1,1,1,0,0,0,5*,5,,71.43,2,0
Old Trafford,3,3,1,0,0,0,19,25,12.50,40.32,4,0
Sawai Mansingh Stadium,1,1,1,0,0,0,5*,5,,27.78,1,0
St Helen's,1,0,0,0,0,0,0,0,,,1,0
Sydney Cricket Ground,4,3,2,0,0,0,13,28,28.00,73.68,4,1
Trent Bridge,5,0,0,0,0,0,0,0,,,7,2
WACA Ground,1,1,0,0,0,0,4,4,4.00,100.00,2,0
Zafar Ali (Sahiwal) Stadium,2,1,1,0,0,0,1*,1,,,2,0
Overall (24),51,26,13,0,0,0,34,221,17.00,51.28,52,10
