0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,1,0,51,72,36.00,65.45,0,0
Arbab Niaz Stadium,1,1,0,0,0,0,1,1,1.00,50.00,0,0
Bellerive Oval,1,1,0,0,0,1,0,0,0.00,,1,0
Brisbane Cricket Ground,1,1,0,0,0,0,14,14,14.00,34.15,0,0
Jinnah Stadium (Gujwranwala),1,1,0,0,0,0,5,5,5.00,33.33,0,0
Jinnah Stadium (Sialkot),1,1,0,0,1,0,86,86,86.00,98.85,0,0
Melbourne Cricket Ground,2,2,0,0,0,1,1,1,0.50,10.00,0,0
National Stadium (Karachi),1,1,0,0,1,0,51,51,51.00,51.52,0,0
Sydney Cricket Ground,3,3,1,0,0,1,31*,35,17.50,47.95,1,0
WACA Ground,1,1,0,0,0,0,32,32,32.00,46.38,0,0
Overall (10),14,14,1,0,3,3,86,297,22.85,58.58,2,0
