0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,19.0,0,108,3,0,3/59,36.00,38.00,5.68
Bellerive Oval,13.5,1,60,2,0,2/30,30.00,41.50,4.34
Darren Sammy National Cricket Stadium,10.0,0,39,4,1,4/39,9.75,15.00,3.90
Eden Park,9.0,0,64,0,0,0/64,,,7.11
Kennington Oval,7.0,2,23,1,0,1/23,23.00,42.00,3.29
Kensington Oval,12.0,1,81,3,0,3/39,27.00,24.00,6.75
Lord's,8.3,0,48,4,1,4/48,12.00,12.75,5.65
M Chinnaswamy Stadium,16.0,1,83,4,0,2/34,20.75,24.00,5.19
Melbourne Cricket Ground,20.0,1,69,3,0,2/43,23.00,40.00,3.45
National Cricket Stadium (Grenada),16.0,0,100,5,0,3/32,20.00,19.20,6.25
Old Trafford,10.0,1,28,3,0,3/28,9.33,20.00,2.80
R Premadasa Stadium,13.0,1,60,1,0,1/23,60.00,78.00,4.62
Sardar Patel Stadium,16.0,1,86,3,0,2/34,28.67,32.00,5.38
Seddon Park,10.0,0,60,2,0,2/60,30.00,30.00,6.00
Sir Vivian Richards Stadium,21.3,0,112,6,0,3/41,18.67,21.50,5.21
Sydney Cricket Ground,29.3,0,182,5,0,2/59,36.40,35.40,6.17
Vidarbha Cricket Association Stadium,7.0,0,35,3,0,3/35,11.67,14.00,5.00
WACA Ground,18.0,2,88,5,0,3/48,17.60,21.60,4.89
Warner Park,25.0,0,135,5,0,2/45,27.00,30.00,5.40
Overall (19),281.2,11,1461,62,2,4/39,23.56,27.23,5.19
