0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Antigua Recreation Ground,18.0,1,72,1,0,1/35,72.00,108.00,4.00
"Cricket, Skating & Curling Club",18.0,2,67,1,0,1/23,67.00,108.00,3.72
Gymkhana Club Ground,4.0,0,46,0,0,0/46,,,11.50
Jaffrey Sports Club Ground,10.0,1,54,0,0,0/13,,,5.40
Mombasa Sports Ground,25.0,4,115,6,0,3/45,19.17,25.00,4.60
Queen's Park Oval,43.0,4,198,7,0,3/19,28.29,36.86,4.60
Ruaraka Sports Club Ground,10.0,1,57,3,0,3/57,19.00,20.00,5.70
Senwes Park,18.0,2,80,1,0,1/52,80.00,108.00,4.44
Willowmoore Park,14.0,1,63,4,1,4/40,15.75,21.00,4.50
Overall (9),160.0,16,752,23,1,4/40,32.70,41.74,4.70
