0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,99.5,3,677,21,2,4/71,32.24,28.52,6.78
Bangladesh,35.0,1,202,9,1,4/31,22.44,23.33,5.77
England,64.1,0,447,10,0,2/32,44.70,38.50,6.97
Ireland,4.0,0,34,1,0,1/34,34.00,24.00,8.50
New Zealand,41.0,1,236,8,0,3/75,29.50,30.75,5.76
Pakistan,24.2,1,109,5,0,3/30,21.80,29.20,4.48
South Africa,49.0,0,334,6,0,2/71,55.67,49.00,6.82
Sri Lanka,112.4,6,698,15,1,4/53,46.53,45.07,6.20
United Arab Emirates,6.3,2,15,2,0,2/15,7.50,19.50,2.31
West Indies,134.4,8,702,26,0,3/32,27.00,31.08,5.21
Zimbabwe,21.5,1,111,3,0,3/43,37.00,43.67,5.08
Overall (11),593.0,23,3565,106,4,4/31,33.63,33.57,6.01
