0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,3,3,0,0,1,0,55,65,21.67,108.33,2,0
Bellerive Oval,2,2,0,0,0,0,14,27,13.50,64.29,0,0
Brisbane Cricket Ground,7,7,1,0,0,0,46,155,25.83,77.11,5,0
Etihad Stadium,2,2,0,0,1,0,54,70,35.00,101.45,1,0
Manuka Oval,1,1,1,0,0,0,3*,3,,100.00,0,0
Melbourne Cricket Ground,7,6,2,0,0,0,43*,175,43.75,62.06,3,0
Sydney Cricket Ground,10,9,3,0,3,1,82*,326,54.33,79.51,7,0
WACA Ground,6,5,1,1,0,0,107*,146,36.50,72.28,2,0
,,,,,,,,,,,,
