0,1,2,3,4,5,6,7,8,9,10,11
Position,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
9,3,1,0,0,0,20*,24,12.00,68.57,1,0
10,1,0,0,0,0,1,1,1.00,25.00,0,0
Overall,4,1,0,0,0,20*,25,8.33,64.10,1,0
