0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,03/10/2001,Zimbabwe,Harare Sports Club,did not bat,-,-,-,,0,,
2,06/10/2001,Zimbabwe,Harare Sports Club,did not bat,-,-,-,,0,,
3,07/10/2001,Zimbabwe,Harare Sports Club,not out,24*,26,92.31,,24,,92.31
4,13/10/2001,Zimbabwe,Queens Sports Club,did not bat,-,-,-,,24,,92.31
5,19/01/2002,India,Eden Gardens,lbw b Harbhajan Singh,3,10,30.00,,27,27.00,75.00
6,22/01/2002,India,Barabati Stadium,run out,22,30,73.33,,49,24.50,74.24
7,25/01/2002,India,MA Chidambaram Stadium,b A B Agarkar,38,60,63.33,,87,29.00,69.05
8,28/01/2002,India,Green Park,not out,9*,10,90.00,,96,32.00,70.59
9,07/07/2002,Sri Lanka,Old Trafford,not out,15*,27,55.56,,111,37.00,68.10
10,18/09/2002,Zimbabwe,R Premadasa Stadium,c & b D T Hondo,7,10,70.00,,118,29.50,68.21
No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,,
