0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,2,1,0,0,0,0,1,1,1.00,20.00,0,0
Pakistan,2,2,0,0,0,0,44,45,22.50,93.75,0,0
Sri Lanka,3,2,1,0,0,0,21,25,25.00,86.21,1,0
United Arab Emirates,1,1,0,0,0,0,7,7,7.00,70.00,0,0
West Indies,5,4,2,0,1,0,51,80,40.00,87.91,3,0
Overall (5),13,10,3,0,1,0,51,158,22.57,86.34,4,0
