0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,78.0,2,279,18,0,3/17,15.50,26.00,3.58
England,107.3,3,443,16,0,3/42,27.69,40.31,4.12
India,135.3,2,669,20,1,4/49,33.45,40.65,4.94
Ireland,6.0,2,9,1,0,1/9,9.00,36.00,1.50
Kenya,10.0,1,31,1,0,1/31,31.00,60.00,3.10
Netherlands,4.5,0,27,4,1,4/27,6.75,7.25,5.59
New Zealand,111.4,3,594,19,1,4/29,31.26,35.26,5.32
Pakistan,44.0,0,259,8,0,3/54,32.38,33.00,5.89
Scotland,7.1,1,16,1,0,1/16,16.00,43.00,2.23
South Africa,89.1,4,392,13,0,3/32,30.15,41.15,4.40
Sri Lanka,197.4,9,876,33,1,5/41,26.55,35.94,4.43
West Indies,82.0,6,352,11,1,5/32,32.00,44.73,4.29
Zimbabwe,53.5,3,241,11,0,3/37,21.91,29.36,4.48
Overall (13),927.2,36,4188,156,5,5/32,26.85,35.67,4.52
