0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,1,0,0,0,39*,39,,134.48,0,1
Albion Sports Complex,1,0,0,0,0,0,0,0,,,0,0
AMI Stadium,1,1,0,0,0,0,8,8,8.00,42.11,0,0
Arun Jaitley Stadium,1,0,0,0,0,0,0,0,,,1,1
Ayub National Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Barabati Stadium,1,0,0,0,0,0,0,0,,,0,0
Brisbane Cricket Ground,3,2,0,0,0,0,27,45,22.50,84.91,3,0
County Ground (Chelmsford),1,1,0,0,0,0,10,10,10.00,50.00,1,0
Eden Park,1,1,1,0,0,0,10*,10,,76.92,0,0
Gaddafi Stadium,1,0,0,0,0,0,0,0,,,0,0
Gandhi Sports Complex Ground,1,0,0,0,0,0,0,0,,,0,0
Gandhi Stadium,1,0,0,0,0,0,0,0,,,0,0
Grace Road,1,0,0,0,0,0,0,0,,,5,0
Headingley,1,1,0,0,0,0,11,11,11.00,45.83,0,0
Ibn-e-Qasim Bagh Stadium,1,1,1,0,0,0,16*,16,,61.54,0,0
Jinnah Stadium (Gujwranwala),1,1,1,0,0,0,27*,27,,65.85,0,0
Jinnah Stadium (Sialkot),2,1,0,0,0,0,5,5,5.00,31.25,0,0
Keenan Stadium,1,0,0,0,0,0,0,0,,,0,1
Kennington Oval,2,2,0,0,0,1,8,8,4.00,25.81,1,0
Lal Bahadur Shastri Stadium,1,0,0,0,0,0,0,0,,,3,0
Lord's,1,1,0,0,0,0,14,14,14.00,32.56,1,0
M Chinnaswamy Stadium,1,0,0,0,0,0,0,0,,,0,0
Melbourne Cricket Ground,3,3,2,0,0,0,48*,58,58.00,81.69,0,1
Moti Bagh Stadium,1,0,0,0,0,0,0,0,,,0,1
National Stadium (Karachi),1,1,1,0,0,0,1*,1,,12.50,0,0
Nehru Stadium (Guwahati),1,1,1,0,0,0,6*,6,,75.00,1,1
Nehru Stadium (Indore),1,0,0,0,0,0,0,0,,,0,1
Nevill Ground,1,1,1,0,0,0,24*,24,,42.86,1,0
Old Trafford,2,1,0,0,0,0,1,1,1.00,50.00,3,2
Queen's Park (Old),1,1,0,0,0,0,3,3,3.00,33.33,0,0
Queen's Park Oval,1,1,1,0,0,0,13*,13,,81.25,1,0
Sardar Patel Stadium,1,0,0,0,0,0,0,0,,,1,0
Sardar Vallabhai Patel Stadium,1,1,1,0,0,0,18*,18,,48.65,1,0
Sawai Mansingh Stadium,1,0,0,0,0,0,0,0,,,0,0
Seddon Park,1,1,0,0,0,0,2,2,2.00,28.57,1,0
Sharjah Cricket Stadium,2,1,1,0,0,0,5*,5,,62.50,0,0
Sher-I-Kashmir Stadium,1,1,1,0,0,0,8*,8,,61.54,0,0
Sydney Cricket Ground,2,2,0,0,0,0,24,28,14.00,71.79,1,0
Trent Bridge,1,1,0,0,0,0,12,12,12.00,52.17,0,0
WACA Ground,1,1,0,0,0,0,1,1,1.00,33.33,2,0
Overall (40),49,31,13,0,0,2,48*,373,20.72,60.55,27,9
