0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Boland Park,8.0,0,49,0,0,0/49,,,6.13
Castle Avenue,9.0,0,47,2,0,2/47,23.50,27.00,5.22
Diamond Oval,5.0,0,29,0,0,0/29,,,5.80
Harare Sports Club,8.0,0,48,0,0,0/11,,,6.00
Khan Shaheb Osman Ali Stadium,16.3,1,61,0,0,0/8,,,3.70
Melbourne Cricket Ground,9.0,0,35,0,0,0/35,,,3.89
National Cricket Stadium (Grenada),3.0,0,28,0,0,0/8,,,9.33
Queens Sports Club,7.0,0,32,0,0,,,,4.57
Saxton Oval,5.0,0,32,2,0,2/32,16.00,15.00,6.40
Seddon Park,5.0,0,32,2,0,2/32,16.00,15.00,6.40
Shere Bangla National Stadium,112.5,3,478,15,0,3/26,31.87,45.13,4.24
Zahur Ahmed Chowdhury Stadium,21.0,0,117,3,0,2/3,39.00,42.00,5.57
Overall (12),209.2,4,988,24,0,3/26,41.17,52.33,4.72
