0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,21.0,0,145,4,1,4/32,36.25,31.50,6.90
Second,34.0,1,171,5,0,2/23,34.20,40.80,5.03
Overall,55.0,1,316,9,1,4/32,35.11,36.67,5.75
