0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Antigua Recreation Ground,2,2,1,1,0,1,104*,104,104.00,92.04,0,0
Gaddafi Stadium,2,2,0,0,0,1,24,24,12.00,72.73,1,0
Gymkhana Club Ground,3,3,0,0,0,0,18,43,14.33,64.18,1,0
Harare Sports Club,11,11,1,1,2,2,118*,380,38.00,65.40,1,0
Headingley,1,1,0,0,0,0,11,11,11.00,73.33,0,0
Iqbal Stadium,1,1,0,0,0,0,4,4,4.00,44.44,0,0
Kensington Oval,2,2,0,0,0,0,9,16,8.00,44.44,1,0
Khan Shaheb Osman Ali Stadium,4,4,0,0,1,2,57,77,19.25,64.71,1,0
Old Trafford,1,1,0,0,0,0,47,47,47.00,82.46,0,0
P Sara Oval,1,1,0,0,0,0,33,33,33.00,86.84,0,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,5,5,5.00,22.73,0,0
Queen's Park Oval,3,3,0,0,0,1,12,14,4.67,38.89,0,0
R Premadasa Stadium,3,3,0,0,1,0,51,78,26.00,59.54,0,0
Sawai Mansingh Stadium,2,2,1,1,0,0,123*,161,161.00,64.66,0,0
Shaheed Chandu Stadium,5,5,0,0,2,1,91,210,42.00,87.14,0,0
Sheikh Abu Naser Stadium,2,2,1,1,0,0,105*,133,133.00,76.00,0,0
Shere Bangla National Stadium,20,20,1,0,6,2,90*,597,31.42,72.98,4,0
Sinhalese Sports Club Ground,1,1,0,0,0,0,39,39,39.00,66.10,2,0
Sir Vivian Richards Stadium,1,1,0,0,0,0,1,1,1.00,25.00,0,0
St Lawrence Ground,1,1,0,0,1,0,75,75,75.00,64.66,0,0
Trent Bridge,1,1,0,0,0,0,10,10,10.00,35.71,1,0
Zahur Ahmed Chowdhury Stadium,7,7,0,0,0,1,37,139,19.86,57.68,1,0
Overall (22),75,75,5,4,13,11,123*,2201,31.44,69.04,13,0
