0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,337.2,23,1574,35,1,4/38,44.97,57.83,4.67
Second,232.0,14,1048,29,0,3/13,36.14,48.00,4.52
Overall,569.2,37,2622,64,1,4/38,40.97,53.38,4.61
