0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,0,31,4,1,4/31,7.75,15.00,3.10
AMI Stadium,17.0,0,84,0,0,0/41,,,4.94
Bangabandhu National Stadium,20.0,1,83,2,0,1/39,41.50,60.00,4.15
Boland Park,10.0,0,39,2,0,2/39,19.50,30.00,3.90
Brisbane Cricket Ground,10.0,0,43,1,0,1/43,43.00,60.00,4.30
Buffalo Park,24.0,0,146,3,0,1/21,48.67,48.00,6.08
Carisbrook,6.0,0,35,1,0,1/35,35.00,36.00,5.83
County Ground (Hove),5.0,0,31,0,0,0/31,,,6.20
Diamond Oval,20.0,2,72,2,0,1/30,36.00,60.00,3.60
Eden Park,17.0,1,72,0,0,0/12,,,4.24
Edgbaston,6.3,0,23,3,0,3/23,7.67,13.00,3.54
Etihad Stadium,20.0,1,62,4,0,2/29,15.50,30.00,3.10
Galle International Stadium,7.0,0,34,0,0,0/34,,,4.86
Gymkhana Club Ground,7.0,0,50,1,0,1/24,50.00,42.00,7.14
Harare Sports Club,10.0,1,29,0,0,0/29,,,2.90
Headingley,3.0,0,29,0,0,0/29,,,9.67
Kallang Ground,24.0,0,94,3,0,2/37,31.33,48.00,3.92
Keenan Stadium,10.0,2,34,1,0,1/34,34.00,60.00,3.40
Kennington Oval,15.0,0,83,1,0,1/52,83.00,90.00,5.53
Kingsmead,28.0,1,131,5,0,3/29,26.20,33.60,4.68
Madhavrao Scindia Cricket Ground,10.0,0,38,2,0,2/38,19.00,30.00,3.80
Mangaung Oval,36.2,1,173,4,0,2/33,43.25,54.50,4.76
McLean Park,4.0,0,26,1,0,1/26,26.00,24.00,6.50
Melbourne Cricket Ground,10.0,0,47,0,0,0/19,,,4.70
Nahar Singh Stadium,13.0,0,66,2,0,2/44,33.00,39.00,5.08
National Cricket Stadium (Tangier),27.0,0,143,5,0,2/40,28.60,32.40,5.30
Nehru Stadium (Guwahati),10.0,0,43,2,0,2/43,21.50,30.00,4.30
Nehru Stadium (Kochi),6.0,0,34,0,0,0/34,,,5.67
Newlands,53.3,1,238,13,1,5/21,18.31,24.69,4.45
Old Trafford,10.0,0,46,1,0,1/46,46.00,60.00,4.60
R Premadasa Stadium,33.0,1,142,6,1,4/25,23.67,33.00,4.30
Rangiri Dambulla International Stadium,17.4,0,82,1,0,1/46,82.00,106.00,4.64
Reliance Stadium,10.0,0,43,1,0,1/43,43.00,60.00,4.30
Senwes Park,17.0,1,90,2,0,1/44,45.00,51.00,5.29
Sharjah Cricket Stadium,9.2,0,32,1,0,1/9,32.00,56.00,3.43
Sinhalese Sports Club Ground,29.3,2,138,2,0,1/34,69.00,88.50,4.68
St George's Park,49.0,2,226,4,0,3/33,56.50,73.50,4.61
St Lawrence Ground,7.0,0,30,1,0,1/30,30.00,42.00,4.29
SuperSport Park,34.2,1,151,7,0,2/7,21.57,29.43,4.40
Sydney Cricket Ground,10.0,0,27,0,0,0/6,,,2.70
WACA Ground,18.0,0,57,3,0,2/38,19.00,36.00,3.17
Wanderers Stadium,37.0,2,152,1,0,1/21,152.00,222.00,4.11
Wankhede Stadium,20.0,1,84,3,0,2/51,28.00,40.00,4.20
Westpac Stadium,7.0,0,49,1,0,1/49,49.00,42.00,7.00
Willowmoore Park,8.4,1,53,0,0,0/18,,,6.12
Overall (45),756.5,22,3415,96,3,5/21,35.57,47.30,4.51
