0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
ACC Asian XI,14.0,1,64,1,0,1/40,64.00,84.00,4.57
Australia,114.3,1,516,20,1,5/21,25.80,34.35,4.51
Bangladesh,6.3,0,23,3,0,3/23,7.67,13.00,3.54
England,81.2,1,391,9,0,2/41,43.44,54.22,4.81
India,80.2,3,388,9,0,2/38,43.11,53.56,4.83
Kenya,29.0,3,116,3,0,1/30,38.67,58.00,4.00
New Zealand,129.0,2,543,13,1,4/31,41.77,59.54,4.21
Pakistan,62.0,3,276,13,1,4/25,21.23,28.62,4.45
Sri Lanka,127.3,1,621,13,0,2/7,47.77,58.85,4.87
West Indies,53.4,2,269,8,0,3/33,33.63,40.25,5.01
Zimbabwe,59.0,5,208,4,0,2/46,52.00,88.50,3.53
Overall (11),756.5,22,3415,96,3,5/21,35.57,47.30,4.51
