0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,20.0,0,82,3,0,2/40,27.33,40.00,4.10
AMI Stadium,10.0,1,41,0,0,0/41,,,4.10
Arnos Vale Ground,19.0,5,59,3,0,2/41,19.67,38.00,3.11
Basin Reserve,10.0,1,38,1,0,1/38,38.00,60.00,3.80
Brisbane Cricket Ground,17.0,0,68,3,0,2/24,22.67,34.00,4.00
County Ground (Bristol),7.0,0,46,0,0,0/46,,,6.57
Eden Park,19.0,2,59,2,0,2/26,29.50,57.00,3.11
Edgbaston,18.0,0,86,3,0,2/37,28.67,36.00,4.78
Harare Sports Club,18.0,2,87,3,0,2/33,29.00,36.00,4.83
Headingley,20.0,1,47,0,0,0/16,,,2.35
Kennington Oval,34.0,4,154,6,0,3/51,25.67,34.00,4.53
Kensington Oval,20.0,0,83,1,0,1/37,83.00,120.00,4.15
Lord's,27.0,0,142,4,0,2/54,35.50,40.50,5.26
McLean Park,10.0,0,42,1,0,1/42,42.00,60.00,4.20
Melbourne Cricket Ground,24.0,0,99,2,0,1/29,49.50,72.00,4.13
Old Trafford,20.0,1,79,4,0,2/36,19.75,30.00,3.95
Queen's Park Oval,8.0,1,33,0,0,0/33,,,4.13
Queens Sports Club,5.0,0,32,1,0,1/32,32.00,30.00,6.40
R Premadasa Stadium,10.0,1,40,2,0,2/40,20.00,30.00,4.00
Sharjah Cricket Stadium,46.0,1,209,3,0,2/39,69.67,92.00,4.54
Sinhalese Sports Club Ground,8.0,0,39,0,0,0/39,,,4.88
St Lawrence Ground,10.0,1,32,1,0,1/32,32.00,60.00,3.20
Sydney Cricket Ground,20.0,3,108,1,0,1/43,108.00,120.00,5.40
Trent Bridge,10.0,0,38,1,0,1/38,38.00,60.00,3.80
WACA Ground,1.0,1,0,0,0,,,,0.00
Overall (25),411.0,25,1743,45,0,3/51,38.73,54.80,4.24
