0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Dubai International Cricket Stadium,2,2,1,0,0,0,45,65,65.00,70.65,3,0
Grange Cricket Club,2,2,0,0,0,0,43,77,38.50,79.38,1,0
Harare Sports Club,6,6,0,0,0,1,49,97,16.17,63.40,2,0
ICC Global Cricket Academy,9,9,0,0,0,0,44,171,19.00,67.06,1,0
Kinrara Academy Oval,1,1,0,0,0,0,13,13,13.00,92.86,0,0
Old Hararians Sports Club,3,3,0,0,0,0,13,16,5.33,61.54,0,0
Queens Sports Club,1,1,0,0,1,0,80,80,80.00,87.91,0,0
Sheikh Zayed Stadium,3,3,1,0,1,0,58*,99,49.50,117.86,2,0
Overall (8),27,27,2,0,2,1,80,618,24.72,76.11,9,0
