0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,1,1,0,0,0,0,2,2,2.00,66.67,2,0
Barabati Stadium,1,1,1,0,0,0,2*,2,,100.00,0,1
Basin Reserve,2,0,0,0,0,0,0,0,,,1,0
Carisbrook,1,1,1,0,0,0,23*,23,,47.92,0,0
Eden Park,1,1,0,0,0,0,8,8,8.00,42.11,0,0
Edgbaston,1,1,1,0,0,0,26*,26,,38.81,0,0
Gaddafi Stadium,1,1,0,0,0,0,12,12,12.00,48.00,0,1
Headingley,3,2,1,0,0,0,20*,28,28.00,36.36,8,1
Jinnah Stadium (Sialkot),1,0,0,0,0,0,0,0,,,2,0
Kennington Oval,3,2,1,0,0,0,3*,6,6.00,40.00,3,1
Lord's,2,1,0,0,0,1,0,0,0.00,,2,0
Melbourne Cricket Ground,1,1,1,0,0,0,5*,5,,50.00,0,0
North Marine Road Ground,1,1,0,0,0,1,0,0,0.00,,2,1
Old Trafford,5,2,1,0,0,0,12,13,13.00,46.43,2,1
Sinhalese Sports Club Ground,1,1,0,0,0,0,3,3,3.00,60.00,2,0
Sydney Cricket Ground,1,1,0,0,0,0,2,2,2.00,18.18,2,0
Trent Bridge,1,0,0,0,0,0,0,0,,,0,0
Overall (17),27,17,7,0,0,2,26*,130,13.00,41.67,26,6
