0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,Progressive,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1.0,14/06/1975,Sri Lanka,Trent Bridge,A R M Opatha (c Zaheer Abbas),6.0,2/20,,18.00,3.33,1,10.00
,,,,M H Tissera (c †Wasim Bari),,,,,,2,
2.0,16/03/1977,West Indies,Albion Sports Complex,,0.2,0/6,,19.00,4.11,,13.00
