0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
County Ground (Bristol),1,1,0,1,0,0,151,151,151.00,115.27,0,0
Dubai International Cricket Stadium,3,3,1,0,1,0,50*,62,31.00,64.58,1,0
Edgbaston,1,1,0,0,0,0,19,19,19.00,65.52,0,0
Headingley,1,1,0,0,0,0,36,36,36.00,70.59,0,0
Kennington Oval,1,1,1,0,0,0,42*,42,,61.76,0,0
Kingsmead,1,1,0,0,0,0,5,5,5.00,35.71,1,0
Lord's,2,2,0,1,0,0,100,144,72.00,91.14,1,0
National Stadium (Karachi),1,1,0,0,0,0,31,31,31.00,75.61,0,0
Newlands,1,1,0,0,0,0,8,8,8.00,80.00,0,0
Old Trafford,1,1,0,0,0,0,7,7,7.00,38.89,0,0
Queens Sports Club,5,5,0,3,0,1,128,395,79.00,95.64,1,0
Saxton Oval,1,1,0,0,0,0,2,2,2.00,18.18,0,0
Sharjah Cricket Stadium,4,4,1,0,0,1,45*,64,21.33,64.65,1,0
Sheikh Zayed Stadium,6,6,1,1,2,0,100,359,71.80,73.87,1,0
St George's Park,1,1,0,0,1,0,86,86,86.00,85.15,0,0
SuperSport Park,1,1,0,1,0,0,101,101,101.00,87.07,0,0
The Cooper Associates County Ground,1,1,0,0,1,0,53,53,53.00,70.67,1,0
The Rose Bowl,1,1,0,0,0,0,35,35,35.00,79.55,0,0
Trent Bridge,3,3,1,0,0,0,44,52,26.00,58.43,0,0
Wanderers Stadium,1,1,0,0,1,0,71,71,71.00,78.02,0,0
Overall (20),37,37,5,7,6,2,151,1723,53.84,80.48,7,0
