0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,4,4,0,0,0,0,23,47,11.75,78.33,3,2
Aga Khan Sports Club Ground,1,1,1,0,1,0,50*,50,,69.44,1,0
AMI Stadium,3,2,0,0,1,0,50,60,30.00,80.00,2,1
Antigua Recreation Ground,1,1,1,0,0,0,25*,25,,56.82,1,0
Arbab Niaz Stadium,3,3,1,0,0,0,41,97,48.50,82.20,7,0
Arnos Vale Ground,1,1,0,0,0,0,20,20,20.00,57.14,0,0
Bangabandhu National Stadium,6,4,1,0,1,0,56*,159,53.00,128.23,5,3
Bellerive Oval,3,2,1,0,0,1,33*,33,33.00,75.00,3,0
Brisbane Cricket Ground,4,4,1,0,0,0,43,84,28.00,75.00,6,0
Buffalo Park,1,1,0,0,0,0,9,9,9.00,52.94,0,0
Bugti Stadium,1,1,0,0,0,0,3,3,3.00,75.00,1,0
Captain Roop Singh Stadium,1,1,1,0,0,0,23*,23,,109.52,0,0
Carisbrook,1,1,0,0,0,0,36,36,36.00,180.00,0,0
County Ground (Bristol),1,1,1,0,0,0,11*,11,,110.00,2,0
County Ground (Derby),1,1,0,0,0,0,19,19,19.00,111.76,2,0
County Ground (Northampton),1,1,0,0,0,0,18,18,18.00,105.88,0,2
"Cricket, Skating & Curling Club",19,17,7,0,1,1,69*,240,24.00,74.07,13,7
Diamond Oval,1,1,0,0,0,0,34,34,34.00,70.83,0,0
Eden Gardens,1,1,0,0,0,0,2,2,2.00,22.22,0,0
Eden Park,3,2,2,0,1,0,72*,92,,116.46,3,1
Edgbaston,3,2,0,0,0,1,10,10,5.00,55.56,5,1
Gaddafi Stadium,15,10,1,0,2,2,72,220,24.44,82.71,10,9
Galle International Stadium,1,1,0,0,0,0,6,6,6.00,46.15,1,0
Gymkhana Club Ground,5,4,0,0,0,0,31,53,13.25,92.98,6,2
Harare Sports Club,3,3,0,0,0,0,19,37,12.33,61.67,7,0
Headingley,1,1,1,0,0,0,31*,31,,258.33,2,0
Ibn-e-Qasim Bagh Stadium,2,2,1,0,0,0,23,25,25.00,65.79,1,1
Indira Priyadarshini Stadium,1,1,0,0,0,0,16,16,16.00,94.12,2,0
Iqbal Stadium,3,3,1,0,0,0,31,39,19.50,84.78,3,2
Jinnah Stadium (Gujwranwala),4,3,0,0,0,0,35,53,17.67,89.83,5,4
Jinnah Stadium (Sialkot),1,1,0,0,0,0,1,1,1.00,16.67,3,0
Keenan Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Kennington Oval,2,2,0,0,0,0,15,28,14.00,84.85,0,3
Kensington Oval,1,1,0,0,0,1,0,0,0.00,,2,0
Kingsmead,1,1,0,0,0,0,45,45,45.00,78.95,1,0
Lord's,4,3,0,0,0,1,11,17,5.67,50.00,5,1
M Chinnaswamy Stadium,1,1,0,0,0,0,35,35,35.00,83.33,4,0
MA Chidambaram Stadium,1,1,0,0,0,0,9,9,9.00,150.00,2,0
McLean Park,2,2,0,0,0,0,15,16,8.00,43.24,1,1
Melbourne Cricket Ground,7,5,0,0,0,1,47,111,22.20,88.10,10,2
Multan Cricket Stadium,1,1,0,0,0,0,7,7,7.00,46.67,1,0
National Cricket Stadium (Grenada),2,2,1,0,0,0,35*,51,51.00,91.07,0,0
National Stadium (Karachi),8,6,1,0,0,0,31*,112,22.40,104.67,5,1
Newlands,1,1,0,0,0,0,19,19,19.00,95.00,0,0
Niaz Stadium,2,1,1,0,0,0,12*,12,,42.86,2,0
Old Trafford,4,2,0,0,0,0,34,44,22.00,95.65,3,2
Punjab Cricket Association IS Bindra Stadium,3,2,1,0,1,0,57*,73,73.00,94.81,0,5
Queen's Park Oval,2,2,0,0,0,0,11,21,10.50,55.26,0,1
Queenstown Events Centre,1,0,0,0,0,0,0,0,,,1,0
R Premadasa Stadium,7,6,1,0,0,0,21*,69,13.80,71.88,6,2
Rawalpindi Cricket Stadium,7,4,0,0,0,2,14,23,5.75,85.19,4,2
Riverside Ground,1,1,0,0,0,0,47,47,47.00,114.63,3,0
Sawai Mansingh Stadium,1,1,0,0,0,0,22,22,22.00,115.79,2,2
Sharjah Cricket Stadium,39,36,9,0,2,5,61,570,21.11,72.61,49,10
Sheikhupura Stadium,1,1,0,0,0,0,11,11,11.00,73.33,0,0
Sinhalese Sports Club Ground,4,4,3,0,0,0,19,37,37.00,105.71,1,1
Sports Stadium,1,0,0,0,0,0,0,0,,,1,0
St George's Park,1,0,0,0,0,0,0,0,,,1,0
SuperSport Park,1,1,0,0,0,0,25,25,25.00,39.68,0,0
Sydney Cricket Ground,6,5,2,0,0,0,38*,113,37.67,83.09,6,1
The Rose Bowl,1,1,0,0,0,1,0,0,0.00,,0,0
Trent Bridge,1,1,0,0,1,0,63,63,63.00,112.50,1,0
VRA Ground,2,2,1,0,0,0,27*,33,33.00,103.13,1,0
WACA Ground,4,3,0,0,0,0,23,33,11.00,78.57,6,3
Westpac Stadium,2,2,0,0,1,0,52,67,33.50,68.37,2,1
Overall (65),219,183,41,0,12,17,72*,3266,23.00,81.30,214,73
