0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,18,18,3,0,0,3,47,326,21.73,81.50,20,5
Bangladesh,7,4,2,0,0,0,32,74,37.00,115.63,8,3
England,14,9,1,0,0,1,29*,118,14.75,80.27,15,10
Hong Kong,1,1,1,0,0,0,11*,11,,183.33,0,1
India,49,44,14,0,3,5,72,788,26.27,81.57,58,13
Kenya,2,1,1,0,1,0,50*,50,,69.44,2,0
New Zealand,28,21,4,0,3,0,72*,455,26.76,77.91,23,10
Scotland,1,1,0,0,0,0,47,47,47.00,114.63,3,0
South Africa,14,14,1,0,2,2,63,286,22.00,75.86,9,0
Sri Lanka,39,30,6,0,2,2,57*,465,19.38,77.63,34,13
West Indies,30,26,6,0,0,4,43,365,18.25,89.68,23,12
Zimbabwe,16,14,2,0,1,0,61,281,23.42,79.38,19,6
Overall (12),219,183,41,0,12,17,72*,3266,23.00,81.30,214,73
