0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,27.0,3,81,7,1,4/25,11.57,23.14,3.00
AMI Stadium,10.0,1,34,0,0,,,,3.40
Edgbaston,0.4,0,3,0,0,,,,4.50
Gaddafi Stadium,21.0,0,91,5,0,3/23,18.20,26.80,4.07
Headingley,2.0,0,13,0,0,,,,6.50
Jinnah Stadium (Sialkot),14.0,0,65,0,0,0/1,,,4.43
Kennington Oval,7.0,0,23,1,0,1/14,23.00,42.00,3.29
Lord's,3.0,0,14,0,0,0/14,,,4.67
Melbourne Cricket Ground,17.1,0,74,1,0,1/32,74.00,103.00,4.31
National Stadium (Karachi),16.0,0,104,1,0,1/45,104.00,96.00,6.50
Old Trafford,7.0,1,27,1,0,1/27,27.00,42.00,3.86
Seddon Park,10.0,0,29,2,0,2/29,14.50,30.00,2.90
Sydney Cricket Ground,14.1,0,67,0,0,,,,4.73
Trent Bridge,9.0,4,25,1,0,1/7,25.00,54.00,2.78
WACA Ground,10.0,1,26,1,0,1/26,26.00,60.00,2.60
Zafar Ali (Sahiwal) Stadium,2.0,0,11,1,0,1/11,11.00,16.00,4.13
Overall (16),170.0,10,687,21,1,4/25,32.71,49.33,3.98
