0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Ireland,10.0,0,65,3,0,3/65,21.67,20.00,6.50
United Arab Emirates,6.0,0,44,0,0,0/44,,,7.33
Zimbabwe,9.0,0,34,2,0,2/19,17.00,27.00,3.78
Overall (3),25.0,0,143,5,0,3/65,28.60,30.00,5.72
