0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arun Jaitley Stadium,1,1,0,0,0,0,19,19,19.00,76.00,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,6,6,6.00,120.00,0,0
Dr YS Rajasekhara Reddy Cricket Stadium,2,1,0,0,0,1,0,0,0.00,,0,0
Dubai International Cricket Stadium,1,1,0,0,0,0,8,8,8.00,53.33,0,0
Eden Gardens,1,1,0,0,0,0,3,3,3.00,23.08,1,0
Harare Sports Club,4,2,1,0,1,0,71,75,75.00,86.21,1,0
Himachal Pradesh Cricket Association Stadium,2,2,0,0,0,0,17,19,9.50,51.35,1,0
Holkar Cricket Stadium,1,1,1,0,0,0,36*,36,,112.50,0,0
JSCA International Stadium Complex,1,1,0,0,0,0,12,12,12.00,100.00,0,0
M Chinnaswamy Stadium,1,1,0,0,0,0,33,33,33.00,132.00,0,0
MA Chidambaram Stadium,1,1,0,0,0,1,0,0,0.00,,1,0
Punjab Cricket Association IS Bindra Stadium,2,1,1,0,0,0,28*,28,,82.35,0,0
R Premadasa Stadium,2,2,1,0,1,0,50*,86,86.00,90.53,0,0
Sydney Cricket Ground,1,1,1,1,0,0,104*,104,,128.40,0,0
Vidarbha Cricket Association Stadium,1,1,1,0,0,0,11*,11,,100.00,1,0
WACA Ground,1,0,0,0,0,0,0,0,,,0,0
Overall (16),23,18,6,1,2,2,104*,440,36.67,91.86,5,0
