0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,24.5,3,72,9,1,4/35,8.00,16.56,2.90
AMI Stadium,19.0,3,89,2,0,1/36,44.50,57.00,4.68
Arbab Niaz Stadium,35.3,8,102,8,0,3/31,12.75,26.63,2.87
Arun Jaitley Stadium,10.0,3,38,3,0,3/38,12.67,20.00,3.80
Basin Reserve,18.3,3,67,2,0,1/22,33.50,55.50,3.62
Bourda,7.0,1,32,0,0,0/32,,,4.57
Brisbane Cricket Ground,47.0,4,174,7,0,3/57,24.86,40.29,3.70
Captain Roop Singh Stadium,30.0,1,150,2,0,1/52,75.00,90.00,5.00
Carisbrook,10.0,1,26,2,0,2/26,13.00,30.00,2.60
Devonport Oval,9.0,1,20,2,0,2/20,10.00,27.00,2.22
Eastern Oval,5.0,1,31,0,0,0/31,,,6.20
Eden Gardens,6.0,1,34,0,0,0/34,,,5.67
Eden Park,30.0,1,130,2,0,2/51,65.00,90.00,4.33
Edgbaston,42.0,7,135,5,0,3/38,27.00,50.40,3.21
Gaddafi Stadium,7.0,1,19,0,0,0/19,,,2.71
Green Park,10.0,0,66,1,0,1/66,66.00,60.00,6.60
Headingley,38.5,4,174,2,0,1/29,87.00,116.50,4.48
Iqbal Stadium,3.4,0,38,0,0,0/38,,,10.36
Jinnah Stadium (Gujwranwala),10.0,2,31,1,0,1/31,31.00,60.00,3.10
Keenan Stadium,4.0,0,17,1,0,1/17,17.00,24.00,4.25
Kennington Oval,50.5,4,276,4,0,2/59,69.00,76.25,5.43
Kensington Oval,8.3,0,63,1,0,1/63,63.00,51.00,7.41
Kingsmead,9.0,0,41,2,0,2/41,20.50,27.00,4.56
Lavington Sports Oval,8.0,1,14,1,0,1/14,14.00,48.00,1.75
Lord's,52.0,11,152,5,0,2/26,30.40,62.40,2.92
M Chinnaswamy Stadium,8.0,0,27,1,0,1/27,27.00,48.00,3.38
Mangaung Oval,6.0,0,30,0,0,0/30,,,5.00
McLean Park,10.0,2,30,1,0,1/30,30.00,60.00,3.00
Melbourne Cricket Ground,82.1,9,313,10,0,3/34,31.30,49.30,3.81
National Stadium (Karachi),17.0,3,76,1,0,1/41,76.00,102.00,4.47
Nehru Stadium (Pune),10.0,2,46,2,0,2/46,23.00,30.00,4.60
Old Trafford,41.0,9,133,4,0,2/19,33.25,61.50,3.24
Pindi Club Ground,10.0,1,42,3,0,3/42,14.00,20.00,4.20
R Premadasa Stadium,3.0,0,25,0,0,0/25,,,8.33
Rawalpindi Cricket Stadium,10.0,0,55,1,0,1/55,55.00,60.00,5.50
Sabina Park,10.0,2,29,1,0,1/29,29.00,60.00,2.90
Sawai Mansingh Stadium,18.1,5,68,3,0,3/28,22.67,36.33,3.74
Sector 16 Stadium,10.0,1,31,2,0,2/31,15.50,30.00,3.10
Sharjah Cricket Stadium,30.0,4,120,3,0,2/40,40.00,60.00,4.00
SuperSport Park,10.0,0,46,0,0,0/46,,,4.60
Sydney Cricket Ground,67.0,8,249,6,0,2/34,41.50,67.00,3.72
Trent Bridge,54.4,4,214,5,0,3/33,42.80,65.60,3.91
Vidarbha Cricket Association Ground,6.0,0,40,2,0,2/40,20.00,18.00,6.67
WACA Ground,38.2,2,138,5,0,3/42,27.60,46.00,3.60
Wanderers Stadium,8.0,0,35,2,0,2/35,17.50,24.00,4.38
Wankhede Stadium,7.0,0,37,1,0,1/37,37.00,42.00,5.29
Overall (46),952.0,113,3775,115,1,4/35,32.83,49.67,3.97
