0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,18/07/1973,New Zealand,St Helen's,not out,20*,47,42.55,,20,,42.55
2,20/07/1973,New Zealand,Old Trafford,b B E Congdon,9,25,36.00,,29,29.00,40.28
3,05/09/1973,West Indies,Headingley,c †D L Murray b B D Julien,9,27,33.33,,38,19.00,38.38
4,11/06/1975,New Zealand,Trent Bridge,lbw b R J Hadlee,34,80,42.50,,72,24.00,40.22
5,14/06/1975,East Africa,Edgbaston,b Zulfiqar Ali,52,50,104.00,,124,31.00,54.15
6,18/06/1975,Australia,Headingley,lbw b G J Gilmour,4,6,66.67,,128,25.60,54.47
No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,,
