0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,13,13,0,0,1,3,67,250,19.23,78.13,9,1
Bangladesh,4,3,1,0,0,0,42,87,43.50,75.65,4,0
India,19,18,1,0,0,1,46,304,17.88,71.70,20,2
Ireland,2,2,0,0,0,0,29,35,17.50,61.40,0,2
Netherlands,1,0,0,0,0,0,0,0,,,1,1
Pakistan,5,5,0,0,0,0,45,94,18.80,77.05,0,0
Scotland,1,1,1,0,0,0,1*,1,,25.00,1,0
South Africa,9,6,1,0,0,1,45*,146,29.20,85.88,22,1
Sri Lanka,2,2,2,0,0,0,28*,50,,108.70,2,0
West Indies,11,11,3,0,2,0,87,280,35.00,76.92,11,1
Zimbabwe,1,1,0,0,0,0,35,35,35.00,72.92,1,0
Overall (11),68,62,9,0,3,5,87,1282,24.19,76.77,71,8
