0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,1,0,67,67,67.00,115.52,1,0
Arun Jaitley Stadium,1,1,0,0,0,0,22,22,22.00,70.97,0,0
Barabati Stadium,1,0,0,0,0,0,0,0,,,0,0
Bellerive Oval,1,1,0,0,0,1,0,0,0.00,,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,14,14,14.00,93.33,1,0
Civil Service Cricket Club,1,1,0,0,0,0,29,29,29.00,55.77,0,1
County Ground (Bristol),2,2,0,0,0,0,33,44,22.00,84.62,4,0
Darren Sammy National Cricket Stadium,1,1,1,0,0,0,25*,25,,100.00,1,0
Edgbaston,3,3,0,0,2,0,87,173,57.67,86.93,3,0
Gaddafi Stadium,2,2,0,0,0,0,45,77,38.50,87.50,0,0
Grange Cricket Club,1,1,1,0,0,0,1*,1,,25.00,1,0
Green Park,1,1,0,0,0,0,5,5,5.00,38.46,1,0
Headingley,2,2,0,0,0,0,46,88,44.00,90.72,4,1
Holkar Cricket Stadium,2,2,0,0,0,0,38,40,20.00,53.33,1,0
Keenan Stadium,1,1,0,0,0,0,3,3,3.00,27.27,2,0
Kennington Oval,3,3,0,0,0,0,33,67,22.33,75.28,3,0
Kensington Oval,2,2,1,0,0,0,14*,21,21.00,63.64,2,0
Lord's,5,5,0,0,0,2,34,64,12.80,50.79,9,1
M Chinnaswamy Stadium,3,3,1,0,0,0,6,10,5.00,76.92,1,1
MA Chidambaram Stadium,2,2,0,0,0,0,21,31,15.50,77.50,4,1
Madhavrao Scindia Cricket Ground,1,1,0,0,0,0,4,4,4.00,44.44,0,0
Nahar Singh Stadium,1,1,0,0,0,0,33,33,33.00,67.35,0,0
National Stadium (Karachi),1,1,0,0,0,0,2,2,2.00,16.67,0,0
Nehru Stadium (Kochi),1,1,0,0,0,0,14,14,14.00,107.69,1,1
Nehru Stadium (Margao),1,1,0,0,0,0,37,37,37.00,68.52,0,0
Newlands,1,1,0,0,0,0,16,16,16.00,72.73,1,0
Old Trafford,1,1,0,0,0,0,4,4,4.00,80.00,3,0
Providence Stadium,2,2,1,0,0,0,26*,28,28.00,87.50,1,0
Queens Sports Club,1,1,0,0,0,0,35,35,35.00,72.92,1,0
R Premadasa Stadium,1,1,1,0,0,0,22*,22,,115.79,0,0
Rawalpindi Cricket Stadium,2,2,0,0,0,0,9,15,7.50,68.18,0,0
Riverside Ground,1,1,0,0,0,0,11,11,11.00,78.57,1,0
Shere Bangla National Stadium,2,2,1,0,0,0,42,72,72.00,75.79,1,0
Sophia Gardens,1,0,0,0,0,0,0,0,,,1,0
St George's Park,1,0,0,0,0,0,0,0,,,2,0
SuperSport Park,1,0,0,0,0,0,0,0,,,2,0
Sydney Cricket Ground,2,2,0,0,0,1,18,18,9.00,69.23,1,1
The Rose Bowl,2,2,0,0,0,1,19,19,9.50,54.29,3,0
Trent Bridge,4,4,1,0,0,0,45*,89,29.67,95.70,8,0
Vidarbha Cricket Association Stadium,1,0,0,0,0,0,0,0,,,1,1
WACA Ground,1,1,0,0,0,0,39,39,39.00,76.47,1,0
Wanderers Stadium,1,1,1,0,0,0,28*,28,,103.70,2,0
Zahur Ahmed Chowdhury Stadium,2,1,0,0,0,0,15,15,15.00,75.00,3,0
Overall (43),68,62,9,0,3,5,87,1282,24.19,76.77,71,8
