0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,1.0,0,3,1,0,1/3,3.00,6.00,3.00
Arun Jaitley Stadium,4.0,0,24,0,0,0/24,,,6.00
Barabati Stadium,10.0,0,53,2,0,2/53,26.50,30.00,5.30
Brisbane Cricket Ground,20.0,1,77,0,0,0/38,,,3.85
Eden Park,10.0,1,39,2,0,2/39,19.50,30.00,3.90
Gandhi Sports Complex Ground,3.0,0,17,0,0,0/17,,,5.67
Gandhi Stadium,7.0,0,16,1,0,1/16,16.00,42.00,2.29
Headingley,7.0,0,29,0,0,0/29,,,4.14
Jinnah Stadium (Gujwranwala),2.0,0,14,0,0,0/14,,,7.00
Kennington Oval,11.0,0,37,2,0,2/37,18.50,33.00,3.36
Melbourne Cricket Ground,22.0,1,84,2,0,1/31,42.00,66.00,3.82
Old Trafford,3.0,0,25,0,0,,,,8.33
Seddon Park,10.0,1,28,2,0,2/28,14.00,30.00,2.80
Sydney Cricket Ground,18.0,2,83,2,0,2/34,41.50,54.00,4.61
Trent Bridge,6.0,0,36,0,0,0/36,,,6.00
WACA Ground,10.0,3,24,1,0,1/24,24.00,60.00,2.40
Overall (16),144.0,9,589,15,0,2/28,39.27,57.60,4.09
