0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bellerive Oval,5.0,0,57,1,0,1/57,57.00,30.00,11.40
Bert Sutcliffe Oval,10.0,0,58,3,0,3/58,19.33,20.00,5.80
Civil Service Cricket Club,20.0,0,108,4,0,2/48,27.00,30.00,5.40
Dubai International Cricket Stadium,10.0,0,49,3,0,3/49,16.33,20.00,4.90
Grange Cricket Club,20.0,0,116,3,0,2/69,38.67,40.00,5.80
Hagley Oval,29.0,3,146,4,0,2/30,36.50,43.50,5.03
Mannofield Park,22.3,1,114,6,1,4/43,19.00,22.50,5.07
Saxton Oval,9.1,0,75,1,0,1/75,75.00,55.00,8.18
Sharjah Cricket Stadium,20.0,0,108,3,0,2/52,36.00,40.00,5.40
Sheikh Zayed Stadium,6.0,2,22,4,1,4/22,5.50,9.00,3.67
The Village,13.4,1,65,1,0,1/29,65.00,82.00,4.76
University Oval,19.2,0,118,3,0,3/57,39.33,38.67,6.10
Overall (12),184.4,7,1036,36,2,4/22,28.78,30.78,5.61
