0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,16.1,0,106,4,0,2/51,26.50,24.25,6.56
Bangladesh,16.0,1,78,5,0,3/49,15.60,19.20,4.88
England,37.0,1,231,8,0,2/16,28.88,27.75,6.24
India,26.0,0,158,2,0,1/47,79.00,78.00,6.08
New Zealand,16.0,0,89,2,0,2/59,44.50,48.00,5.56
Pakistan,30.0,1,173,4,0,2/25,43.25,45.00,5.77
Scotland,7.0,1,17,3,0,3/17,5.67,14.00,2.43
South Africa,15.0,0,84,3,0,3/46,28.00,30.00,5.60
Zimbabwe,6.0,0,40,1,0,1/40,40.00,36.00,6.67
Overall (9),169.1,4,976,32,0,3/17,30.50,31.72,5.77
