0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Barabati Stadium,6.0,0,31,0,0,0/31,,,5.17
Headingley,11.0,1,43,3,0,3/43,14.33,22.00,3.91
Kennington Oval,10.0,1,36,0,0,0/36,,,3.60
M Chinnaswamy Stadium,6.0,0,25,0,0,0/25,,,4.17
Melbourne Cricket Ground,20.0,4,76,4,0,3/42,19.00,30.00,3.80
Nehru Stadium (Pune),7.0,0,45,1,0,1/45,45.00,42.00,6.43
Old Trafford,11.0,0,55,1,0,1/55,55.00,66.00,5.00
Queen's Park Oval,15.0,0,87,0,0,0/30,,,5.80
Sector 16 Stadium,3.0,0,20,0,0,0/20,,,6.67
Sharjah Cricket Stadium,17.0,2,46,2,0,2/28,23.00,51.00,2.71
Sydney Cricket Ground,10.0,1,46,1,0,1/46,46.00,60.00,4.60
Overall (11),116.0,9,510,12,0,3/42,42.50,58.00,4.40
