0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,24.0,0,110,5,0,3/27,22.00,28.80,4.58
Antigua Recreation Ground,10.0,0,67,4,1,4/67,16.75,15.00,6.70
Basin Reserve,5.0,1,11,1,0,1/11,11.00,30.00,2.20
Brisbane Cricket Ground,20.0,2,72,4,0,2/32,18.00,30.00,3.60
Carisbrook,10.0,1,30,1,0,1/30,30.00,60.00,3.00
County Ground (Chelmsford),10.5,0,51,3,0,3/51,17.00,21.67,4.71
Eden Park,10.0,2,36,0,0,0/36,,,3.60
Edgbaston,31.0,1,162,2,0,1/47,81.00,93.00,5.23
Gaddafi Stadium,8.0,0,41,1,0,1/41,41.00,48.00,5.13
Headingley,14.0,2,42,1,0,1/25,42.00,84.00,3.00
Kennington Oval,40.0,11,119,3,0,2/51,39.67,80.00,2.98
Lord's,31.0,2,158,2,0,2/44,79.00,93.00,5.10
Melbourne Cricket Ground,83.2,5,393,10,0,2/44,39.30,51.40,4.59
Mindoo Philip Park,7.0,1,20,0,0,0/20,,,2.86
National Stadium (Karachi),4.0,2,9,0,0,0/9,,,2.25
Niaz Stadium,8.0,0,48,1,0,1/48,48.00,48.00,6.00
Sydney Cricket Ground,106.5,6,479,17,0,3/55,28.18,37.71,4.48
Trent Bridge,11.0,1,46,0,0,0/46,,,4.18
WACA Ground,13.0,0,48,0,0,0/24,,,3.69
Overall (19),447.0,37,1942,55,1,4/67,35.31,49.02,4.32
