0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,37.0,3,142,5,0,2/25,28.40,44.40,3.84
AMI Stadium,8.0,0,46,1,0,1/46,46.00,48.00,5.75
Arbab Niaz Stadium,7.0,0,27,0,0,0/27,,,3.86
Arun Jaitley Stadium,6.0,0,26,0,0,0/26,,,4.33
Barabati Stadium,8.0,2,29,1,0,1/29,29.00,48.00,3.63
Basin Reserve,4.0,0,13,0,0,0/13,,,3.25
Bourda,16.2,1,75,1,0,1/32,75.00,98.00,4.59
Brisbane Cricket Ground,20.0,1,86,2,0,1/29,43.00,60.00,4.30
Captain Roop Singh Stadium,10.0,0,39,3,0,3/39,13.00,20.00,3.90
Devonport Oval,10.0,0,35,1,0,1/35,35.00,60.00,3.50
Eden Gardens,6.0,0,33,0,0,0/33,,,5.50
Eden Park,10.0,2,51,0,0,0/51,,,5.10
Edgbaston,11.0,0,31,4,1,4/31,7.75,16.50,2.82
Green Park,10.0,0,44,1,0,1/44,44.00,60.00,4.40
Headingley,20.0,3,54,3,0,2/11,18.00,40.00,2.70
Jinnah Stadium (Gujwranwala),10.0,0,45,1,0,1/45,45.00,60.00,4.50
Kennington Oval,22.0,1,103,4,0,3/44,25.75,33.00,4.68
Kensington Oval,9.0,1,29,3,0,3/29,9.67,18.00,3.22
Lal Bahadur Shastri Stadium,10.0,0,55,1,0,1/55,55.00,60.00,5.50
Lavington Sports Oval,9.0,1,20,1,0,1/20,20.00,54.00,2.22
Lord's,10.0,1,34,0,0,0/34,,,3.40
Melbourne Cricket Ground,32.0,5,129,2,0,1/49,64.50,96.00,4.03
National Stadium (Karachi),9.0,0,63,0,0,0/63,,,7.00
Nehru Stadium (Pune),10.0,1,33,1,0,1/33,33.00,60.00,3.30
Pindi Club Ground,10.0,1,47,2,0,2/47,23.50,30.00,4.70
Queen's Park Oval,13.0,2,48,2,0,2/41,24.00,39.00,3.69
Sabina Park,9.0,1,37,2,0,2/37,18.50,27.00,4.11
Sawai Mansingh Stadium,10.0,0,61,1,0,1/61,61.00,60.00,6.10
Sharjah Cricket Stadium,19.0,3,48,1,0,1/23,48.00,114.00,2.53
Sydney Cricket Ground,20.0,2,94,2,0,2/51,47.00,60.00,4.70
Trent Bridge,15.1,0,101,2,0,1/28,50.50,45.50,6.66
Vidarbha Cricket Association Ground,5.3,0,30,1,0,1/30,30.00,33.00,5.45
WACA Ground,53.3,3,212,9,0,3/28,23.56,35.67,3.96
Wankhede Stadium,6.0,0,22,1,0,1/22,22.00,36.00,3.67
Overall (34),465.3,34,1942,58,1,4/31,33.48,48.16,4.17
