0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,17.0,2,56,4,0,3/17,14.00,25.50,3.29
AMI Stadium,35.0,2,162,5,0,3/44,32.40,42.00,4.63
Bangabandhu National Stadium,13.0,2,63,3,0,2/34,21.00,26.00,4.85
Bellerive Oval,21.0,1,107,3,0,2/34,35.67,42.00,5.10
Boland Park,10.0,1,44,1,0,1/44,44.00,60.00,4.40
Brabourne Stadium,10.0,0,33,0,0,0/33,,,3.30
Brisbane Cricket Ground,16.0,1,86,3,0,2/41,28.67,32.00,5.38
Carisbrook,8.0,0,54,1,0,1/54,54.00,48.00,6.75
County Ground (Bristol),8.0,0,53,0,0,0/53,,,6.63
Darren Sammy National Cricket Stadium,16.2,2,63,4,0,2/20,15.75,24.50,3.86
Diamond Oval,10.0,0,52,1,0,1/52,52.00,60.00,5.20
Eden Park,54.3,2,324,8,0,3/50,40.50,40.88,5.94
Edgbaston,5.0,1,25,0,0,,,,5.00
Harare Sports Club,14.0,0,69,2,0,2/37,34.50,42.00,4.93
Kingsmead,5.0,1,18,1,0,1/18,18.00,30.00,3.60
Lord's,4.0,0,29,0,0,0/29,,,7.25
McLean Park,60.0,1,296,4,0,2/69,74.00,90.00,4.93
Melbourne Cricket Ground,15.0,0,83,2,0,2/56,41.50,45.00,5.53
National Cricket Stadium (Grenada),23.0,2,139,5,0,3/74,27.80,27.60,6.04
Owen Delany Park,5.0,0,28,2,0,2/28,14.00,15.00,5.60
Pallekele International Cricket Stadium,9.0,0,50,0,0,0/8,,,5.56
Providence Stadium,8.0,1,27,0,0,0/27,,,3.38
Punjab Cricket Association IS Bindra Stadium,17.0,1,95,2,0,1/47,47.50,51.00,5.59
Queenstown Events Centre,22.0,2,90,2,0,1/28,45.00,66.00,4.09
Reliance Stadium,4.0,0,34,0,0,0/34,,,8.50
Riverside Ground,10.0,1,42,5,1,5/42,8.40,12.00,4.20
Sabina Park,9.0,1,46,2,0,2/46,23.00,27.00,5.11
Seddon Park,19.3,0,102,3,0,3/38,34.00,39.00,5.23
Senwes Park,6.0,0,38,2,0,2/38,19.00,18.00,6.33
Sharjah Cricket Stadium,22.0,2,136,0,0,0/16,,,6.18
Sir Vivian Richards Stadium,9.0,1,56,0,0,0/27,,,6.22
Sophia Gardens,8.0,0,57,1,0,1/37,57.00,48.00,7.13
SuperSport Park,13.0,1,61,1,0,1/19,61.00,78.00,4.69
Sydney Cricket Ground,23.0,1,122,2,0,1/46,61.00,69.00,5.30
The Rose Bowl,5.0,0,40,0,0,0/40,,,8.00
Trent Bridge,4.0,0,24,0,0,0/24,,,6.00
University Oval,4.0,0,16,0,0,0/16,,,4.00
Vidarbha Cricket Association Stadium,2.0,0,11,0,0,0/11,,,5.50
WACA Ground,18.0,1,110,2,0,1/45,55.00,54.00,6.11
Wanderers Stadium,23.0,0,104,2,0,2/40,52.00,69.00,4.52
Wankhede Stadium,7.0,0,42,0,0,0/11,,,6.00
Westpac Stadium,49.0,4,267,8,0,3/61,33.38,36.75,5.45
Overall (42),641.2,34,3354,81,1,5/42,41.41,47.51,5.23
