0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Aga Khan Sports Club Ground,2,2,0,0,0,1,12,12,6.00,37.50,3,1
Arnos Vale Ground,2,2,1,0,0,0,30*,39,39.00,45.88,2,1
Bangabandhu National Stadium,29,26,3,0,2,2,53*,410,17.83,64.16,17,7
Castle Avenue,1,1,0,0,0,0,4,4,4.00,66.67,0,0
Cazaly's Stadium,1,1,0,0,0,0,18,18,18.00,42.86,0,0
City Oval,1,1,0,0,0,0,20,20,20.00,29.85,0,0
County Ground (Chelmsford),1,1,0,0,0,0,4,4,4.00,26.67,1,0
County Ground (Northampton),1,1,1,0,0,0,15*,15,,71.43,0,0
Diamond Oval,2,2,1,0,0,0,35*,58,58.00,58.59,0,0
Edgbaston,1,1,0,0,0,0,24,24,24.00,36.92,0,0
Gaddafi Stadium,1,1,1,0,0,0,4*,4,,44.44,2,0
Grange Cricket Club,1,1,0,0,0,1,0,0,0.00,,1,0
Gymkhana Club Ground,6,4,0,0,0,0,17,37,9.25,58.73,6,3
Harare Sports Club,10,9,3,0,0,1,48*,150,25.00,61.22,16,3
Headingley,1,1,1,0,0,0,42*,42,,97.67,1,0
Iqbal Stadium,1,1,0,0,0,0,12,12,12.00,52.17,2,0
Kennington Oval,1,1,0,0,0,0,1,1,1.00,10.00,0,0
Khan Shaheb Osman Ali Stadium,4,3,0,0,0,0,39,86,28.67,59.31,0,0
Kingsmead,1,1,0,0,0,0,1,1,1.00,12.50,1,0
Lal Bahadur Shastri Stadium,1,0,0,0,0,0,0,0,,,0,2
MA Aziz Stadium,8,7,4,0,2,0,54*,193,64.33,62.06,6,6
MA Chidambaram Stadium,1,1,0,0,0,0,5,5,5.00,45.45,0,0
Mangaung Oval,1,1,0,0,0,0,29,29,29.00,43.28,0,0
Multan Cricket Stadium,1,1,0,0,0,0,14,14,14.00,58.33,0,0
National Cricket Stadium (Grenada),1,0,0,0,0,0,0,0,,,0,0
National Stadium (Karachi),1,1,1,0,0,0,2*,2,,33.33,0,2
Old Trafford,1,1,0,0,0,0,4,4,4.00,33.33,0,0
Punjab Cricket Association IS Bindra Stadium,2,2,1,0,0,0,8,8,8.00,100.00,3,0
Queens Sports Club,1,1,0,0,0,0,8,8,8.00,72.73,1,0
R Premadasa Stadium,6,6,1,0,1,0,54,122,24.40,54.95,4,1
Rawalpindi Cricket Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Riverside Ground,1,1,0,0,0,0,17,17,17.00,40.48,0,2
Sawai Mansingh Stadium,2,1,1,0,0,0,22*,22,,37.29,0,1
Senwes Park,1,1,1,0,0,0,34*,34,,40.00,1,0
Shaheed Chandu Stadium,5,4,1,0,0,1,11,14,4.67,34.15,7,2
Sharjah Cricket Stadium,3,3,1,0,0,0,27*,46,23.00,59.74,3,0
Sheikh Abu Naser Stadium,2,0,0,0,0,0,0,0,,,2,2
Sinhalese Sports Club Ground,10,10,2,0,1,0,54,194,24.25,49.11,7,2
Sophia Gardens,1,0,0,0,0,0,0,0,,,0,0
St Lawrence Ground,1,1,1,0,1,0,71*,71,,67.62,2,0
The Rose Bowl,1,1,0,0,0,1,0,0,0.00,,1,0
Trent Bridge,1,1,0,0,0,0,8,8,8.00,66.67,0,0
Wanderers Stadium,1,1,0,0,0,0,14,14,14.00,34.15,1,0
Wankhede Stadium,1,1,1,0,0,0,15*,15,,34.09,1,0
Willowmoore Park,2,1,0,0,0,0,15,15,15.00,31.91,0,0
Zahur Ahmed Chowdhury Stadium,2,2,1,0,0,0,27,46,46.00,79.31,0,0
Overall (46),126,110,27,0,7,8,71*,1818,21.90,54.81,91,35
